member_id,og_id,name,party,house,startDate,endDate
806,215,Jean Corston,Labour,1.0,1992-04-09T00:00:00,2005-05-05T00:00:00
807,215,Jean Corston,Labour,1.0,2005-06-29T00:00:00,
808,4129,Ian Paisley Junior,Democratic Unionist Party,1.0,2010-05-06T00:00:00,2015-03-30T00:00:00
809,4129,Ian Paisley Junior,Democratic Unionist Party,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
810,4129,Ian Paisley Junior,Democratic Unionist Party,1.0,2017-06-08T00:00:00,2018-07-24T00:00:00
811,4129,Ian Paisley Junior,Independent,1.0,2018-07-24T00:00:00,2018-09-18T00:00:00
812,4129,Ian Paisley Junior,Democratic Unionist Party,1.0,2018-09-18T00:00:00,2019-11-06T00:00:00
813,4129,Ian Paisley Junior,Democratic Unionist Party,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
814,4907,Lord Cruddas,Conservative,2.0,2021-01-27T00:00:00,
815,4578,Baroness Cavendish of Little Venice,Crossbench,2.0,2019-10-24T00:00:00,
816,4578,Baroness Cavendish of Little Venice,Conservative,2.0,2016-09-06T00:00:00,2016-12-13T00:00:00
817,4578,Baroness Cavendish of Little Venice,Non-affiliated,2.0,2016-12-14T00:00:00,2019-10-23T00:00:00
818,4811,Navendu Mishra,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
819,3154,Lord Ponsonby of Shulbrede,Labour,2.0,1991-06-10T00:00:00,1999-11-11T00:00:00
820,3154,Lord Ponsonby of Shulbrede,Labour,2.0,2000-04-19T00:00:00,
821,3310,The Earl of Caithness,Conservative,,1969-12-02T00:00:00,
822,4385,Dr Philippa Whitford,Scottish National Party,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
823,4385,Dr Philippa Whitford,Scottish National Party,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
824,4385,Dr Philippa Whitford,Scottish National Party,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
825,494,Mr John Hutton,Labour,1.0,1992-04-09T00:00:00,2010-05-06T00:00:00
826,494,Mr John Hutton,Labour,1.0,2010-06-27T00:00:00,
827,4787,James Wild,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
828,4480,Carolyn Harris,Labour,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
829,4480,Carolyn Harris,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
830,4480,Carolyn Harris,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
831,4282,Lord Bourne of Aberystwyth,Conservative,2.0,2013-09-09T00:00:00,
832,4046,Bridget Phillipson,Labour,1.0,2010-05-06T00:00:00,2015-03-30T00:00:00
833,4046,Bridget Phillipson,Labour,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
834,4046,Bridget Phillipson,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
835,4046,Bridget Phillipson,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
836,254,Mr Tom King,Conservative,1.0,1970-03-12T00:00:00,2001-06-07T00:00:00
837,254,Mr Tom King,Conservative,1.0,2001-07-09T00:00:00,
838,1438,Mr Kevan Jones,Labour,1.0,2001-06-07T00:00:00,2015-03-30T00:00:00
839,1438,Mr Kevan Jones,Labour,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
840,1438,Mr Kevan Jones,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
841,1438,Mr Kevan Jones,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
842,4389,Ruth Cadbury,Labour,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
843,4389,Ruth Cadbury,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
844,4389,Ruth Cadbury,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
845,100,Sir Archie Hamilton,Conservative,1.0,1978-04-27T00:00:00,2001-06-07T00:00:00
846,100,Sir Archie Hamilton,Conservative,1.0,2005-06-17T00:00:00,
847,4202,Lord Lexden,Conservative,2.0,2010-12-23T00:00:00,
848,672,George Robertson,Labour,1.0,2004-01-29T00:00:00,
849,672,George Robertson,Labour,1.0,1978-05-31T00:00:00,1999-08-23T00:00:00
850,672,George Robertson,Crossbench,1.0,1999-08-24T00:00:00,2004-01-28T00:00:00
851,513,Sir Alan Beith,Liberal,1.0,1973-11-08T00:00:00,1988-03-02T00:00:00
852,513,Sir Alan Beith,Liberal Democrat,1.0,1988-03-02T00:00:00,2015-03-30T00:00:00
853,513,Sir Alan Beith,Liberal Democrat,1.0,2015-10-19T00:00:00,
854,1829,Viscount Trenchard,Conservative,2.0,1987-12-01T00:00:00,1999-11-11T00:00:00
855,1829,Viscount Trenchard,Conservative,2.0,2004-05-17T00:00:00,
856,3944,Simon Hart,Conservative,1.0,2010-05-06T00:00:00,2015-03-30T00:00:00
857,3944,Simon Hart,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
858,3944,Simon Hart,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
859,3944,Simon Hart,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
860,214,Mr Don Foster,Liberal Democrat,1.0,1992-04-09T00:00:00,2015-03-30T00:00:00
861,214,Mr Don Foster,Liberal Democrat,1.0,2015-10-07T00:00:00,
862,3386,Baroness Crawley,Labour,2.0,1998-07-24T00:00:00,
863,4888,Lord Sharpe of Epsom,Conservative,2.0,2020-09-15T00:00:00,
864,4909,Lord Kamall,Conservative,2.0,2021-01-28T00:00:00,
865,4095,Stephen Barclay,Conservative,1.0,2010-05-06T00:00:00,2015-03-30T00:00:00
866,4095,Stephen Barclay,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
867,4095,Stephen Barclay,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
868,4095,Stephen Barclay,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
869,4150,Hilary Armstrong,Labour,1.0,1987-06-11T00:00:00,
870,4150,Hilary Armstrong,Labour,1.0,2010-06-18T00:00:00,
871,186,Mr Chris Smith,Labour,1.0,1983-06-09T00:00:00,2005-05-05T00:00:00
872,186,Mr Chris Smith,Labour,1.0,2005-06-22T00:00:00,2008-07-11T00:00:00
873,186,Mr Chris Smith,Non-affiliated,1.0,2008-07-14T00:00:00,
874,4812,Dean Russell,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
875,2202,Lord De Mauley,Conservative,2.0,2005-03-15T00:00:00,
876,3898,Lord Aberdare,Crossbench,2.0,2009-07-20T00:00:00,
877,1606,John Howell,Conservative,1.0,2008-06-26T00:00:00,2015-03-30T00:00:00
878,1606,John Howell,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
879,1606,John Howell,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
880,1606,John Howell,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
881,4486,Hannah Bardell,Scottish National Party,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
882,4486,Hannah Bardell,Scottish National Party,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
883,4486,Hannah Bardell,Scottish National Party,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
884,2685,Lord Dholakia,Liberal Democrat,2.0,1997-10-24T00:00:00,
885,4775,Elliot Colburn,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
886,4298,Baroness Suttie,Liberal Democrat,2.0,2013-09-17T00:00:00,
887,4829,Sam Tarry,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
888,4885,Lord Sikka,Labour,2.0,2020-09-10T00:00:00,
889,4869,Nadia Whittome,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
890,112,Mr Andrew Tyrie,Conservative,1.0,1997-05-01T00:00:00,2015-03-30T00:00:00
891,112,Mr Andrew Tyrie,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
892,112,Mr Andrew Tyrie,Non-affiliated,1.0,2018-06-12T00:00:00,
893,4839,Jane Hunt,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
894,3789,Lord Teverson,Liberal Democrat,2.0,2006-06-01T00:00:00,
895,3702,Lord Young of Norwood Green,Labour,2.0,2004-06-25T00:00:00,
896,4525,Christina Rees,Labour,1.0,2015-05-07T00:00:00,2016-07-09T00:00:00
897,4525,Christina Rees,Labour,1.0,2016-07-09T00:00:00,2017-05-03T00:00:00
898,4525,Christina Rees,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
899,4525,Christina Rees,Labour,1.0,2019-12-12T00:00:00,2022-10-13T00:00:00
900,4525,Christina Rees,Independent,1.0,2022-10-13T00:00:00,2024-01-31T00:00:00
901,4525,Christina Rees,Labour,1.0,2024-01-31T00:00:00,2024-05-30T00:00:00
902,4156,Lord Liddle,Labour,2.0,2010-06-19T00:00:00,
903,4215,Lord Stoneham of Droxford,Liberal Democrat,2.0,2011-01-17T00:00:00,
904,374,Mr John Prescott,Labour,1.0,1970-06-18T00:00:00,2010-05-06T00:00:00
905,374,Mr John Prescott,Labour,1.0,2010-07-07T00:00:00,
906,4421,Mhairi Black,Scottish National Party,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
907,4421,Mhairi Black,Scottish National Party,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
908,4421,Mhairi Black,Scottish National Party,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
909,2471,Baroness Warwick of Undercliffe,Labour,2.0,1999-07-10T00:00:00,
910,4300,Baroness Humphreys,Liberal Democrat,2.0,2013-09-18T00:00:00,
911,4214,Lord Palmer of Childs Hill,Liberal Democrat,2.0,2011-01-17T00:00:00,
912,4186,Lord Monks,Labour,2.0,2010-07-26T00:00:00,
913,4466,Peter Grant,Scottish National Party,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
914,4466,Peter Grant,Scottish National Party,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
915,4466,Peter Grant,Scottish National Party,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
916,4751,Chris Loder,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
917,4565,Baroness Brown of Cambridge,Crossbench,2.0,2015-10-30T00:00:00,
918,5018,Lord Marks of Hale,Conservative,2.0,2024-03-08T00:00:00,
919,3893,Lord Freud,Conservative,2.0,2009-06-27T00:00:00,
920,3783,Lord Crisp,Crossbench,2.0,2006-04-28T00:00:00,
921,4253,Seema Malhotra,Labour,1.0,2011-12-15T00:00:00,2015-03-30T00:00:00
922,4253,Seema Malhotra,Labour,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
923,4253,Seema Malhotra,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
924,4253,Seema Malhotra,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
925,4239,Nicol Stephen,Liberal Democrat,1.0,2011-02-02T00:00:00,
926,4239,Nicol Stephen,Liberal Democrat,1.0,1991-11-07T00:00:00,1992-04-09T00:00:00
927,4860,Dr Kieran Mullan,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
928,4793,Scott Benton,Independent,1.0,2023-04-05T00:00:00,2024-03-25T00:00:00
929,4793,Scott Benton,Conservative,1.0,2019-12-12T00:00:00,2023-04-04T00:00:00
930,4765,Wendy Chamberlain,Liberal Democrat,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
931,4763,Fay Jones,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
932,4347,Baroness Wolf of Dulwich,Crossbench,2.0,2014-12-02T00:00:00,2020-01-21T00:00:00
933,4347,Baroness Wolf of Dulwich,Non-affiliated,2.0,2020-01-21T00:00:00,2023-02-19T00:00:00
934,4347,Baroness Wolf of Dulwich,Crossbench,2.0,2023-02-20T00:00:00,
935,4207,Lord Wasserman,Conservative,2.0,2011-01-11T00:00:00,
936,1531,Lynne Featherstone,Liberal Democrat,1.0,2005-05-05T00:00:00,2015-03-30T00:00:00
937,1531,Lynne Featherstone,Liberal Democrat,1.0,2015-10-20T00:00:00,
938,957,William Waldegrave,Conservative,1.0,1999-07-28T00:00:00,
939,957,William Waldegrave,Conservative,1.0,1979-05-03T00:00:00,1997-05-01T00:00:00
940,4433,Thangam Debbonaire,Labour,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
941,4433,Thangam Debbonaire,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
942,4433,Thangam Debbonaire,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
943,4004,Mike Freer,Conservative,1.0,2010-05-06T00:00:00,2015-03-30T00:00:00
944,4004,Mike Freer,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
945,4004,Mike Freer,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
946,4004,Mike Freer,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
947,4558,Baroness Thornhill,Liberal Democrat,2.0,2015-10-21T00:00:00,
948,4299,Lord Verjee,Liberal Democrat,2.0,2013-09-17T00:00:00,
949,4284,Baroness Neville-Rolfe,Conservative,2.0,2013-09-10T00:00:00,
950,4345,The Lord Bishop of Southwark,Bishops,2.0,2014-11-11T00:00:00,
951,4640,David Linden,Scottish National Party,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
952,4640,David Linden,Scottish National Party,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
953,4184,Baroness Eaton,Conservative,2.0,2010-07-21T00:00:00,
954,4356,Angela Rayner,Labour,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
955,4356,Angela Rayner,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
956,4356,Angela Rayner,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
957,4177,Baroness Newlove,Conservative,2.0,2010-07-14T00:00:00,
958,4110,Karen Bradley,Conservative,1.0,2010-05-06T00:00:00,2015-03-30T00:00:00
959,4110,Karen Bradley,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
960,4110,Karen Bradley,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
961,4110,Karen Bradley,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
962,4503,Chris Philp,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
963,4503,Chris Philp,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
964,4503,Chris Philp,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
965,3777,Baroness Vadera,Labour,2.0,2007-07-11T00:00:00,2011-12-07T00:00:00
966,3777,Baroness Vadera,Non-affiliated,2.0,2011-12-08T00:00:00,
967,4200,Lord True,Conservative,2.0,2010-12-23T00:00:00,
968,3996,Andrew Jones,Conservative,1.0,2010-05-06T00:00:00,2015-03-30T00:00:00
969,3996,Andrew Jones,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
970,3996,Andrew Jones,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
971,3996,Andrew Jones,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
972,315,Sir Norman Fowler,Conservative,1.0,1970-06-18T00:00:00,2001-06-07T00:00:00
973,315,Sir Norman Fowler,Conservative,1.0,2001-07-03T00:00:00,2016-09-01T00:00:00
974,315,Sir Norman Fowler,Lord Speaker,1.0,2016-09-01T00:00:00,2021-04-30T00:00:00
975,315,Sir Norman Fowler,Crossbench,1.0,2021-05-01T00:00:00,
976,4947,The Lord Bishop of Leicester,Bishops,2.0,2022-10-06T00:00:00,
977,140,Margaret Hodge,Labour,1.0,1994-06-09T00:00:00,2015-03-30T00:00:00
978,140,Margaret Hodge,Labour,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
979,140,Margaret Hodge,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
980,140,Margaret Hodge,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
981,249,Mr Geoffrey Clifton-Brown,Conservative,1.0,1992-04-09T00:00:00,2015-03-30T00:00:00
982,249,Mr Geoffrey Clifton-Brown,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
983,249,Mr Geoffrey Clifton-Brown,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
984,249,Mr Geoffrey Clifton-Brown,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
985,260,Lord Wills,Labour,1.0,1997-05-01T00:00:00,2010-05-06T00:00:00
986,260,Lord Wills,Labour,1.0,2010-07-10T00:00:00,
987,4723,Lord Hendy,Labour,2.0,2019-10-15T00:00:00,
988,407,Ann Taylor,Labour,1.0,1974-10-10T00:00:00,2005-05-05T00:00:00
989,407,Ann Taylor,Labour,1.0,2005-06-13T00:00:00,
990,4928,Lord Harlech,Conservative,2.0,2021-07-21T00:00:00,
991,1587,Mr Pat McFadden,Labour,1.0,2005-05-05T00:00:00,2015-03-30T00:00:00
992,1587,Mr Pat McFadden,Labour,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
993,1587,Mr Pat McFadden,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
994,1587,Mr Pat McFadden,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
995,2616,Lord Henley,Conservative,,1978-02-28T00:00:00,
996,3958,Fiona Bruce,Conservative,1.0,2010-05-06T00:00:00,2015-03-30T00:00:00
997,3958,Fiona Bruce,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
998,3958,Fiona Bruce,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
999,3958,Fiona Bruce,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
1000,4884,Lord Botham,Crossbench,2.0,2020-09-10T00:00:00,
1001,4161,Lord Gardiner of Kimble,Conservative,2.0,2010-06-23T00:00:00,2021-05-11T00:00:00
1002,4161,Lord Gardiner of Kimble,Non-affiliated,2.0,2021-05-11T00:00:00,
1003,4849,Alex Davies-Jones,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
1004,379,Mr William Hague,Conservative,1.0,1989-02-23T00:00:00,2015-03-30T00:00:00
1005,379,Mr William Hague,Conservative,1.0,2015-10-09T00:00:00,
1006,4454,Amanda Milling,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
1007,4454,Amanda Milling,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
1008,4454,Amanda Milling,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
1009,3652,Baroness Hale of Richmond,Crossbench,2.0,2004-01-12T00:00:00,2009-09-30T00:00:00
1010,3652,Baroness Hale of Richmond,Non-affiliated,2.0,2009-10-01T00:00:00,2020-01-11T00:00:00
1011,3652,Baroness Hale of Richmond,Crossbench,2.0,2020-01-12T00:00:00,
1012,4794,Darren Henry,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
1013,3868,Lord Carter of Barnes,Non-affiliated,2.0,2017-02-13T00:00:00,
1014,3868,Lord Carter of Barnes,Labour,2.0,2008-10-15T00:00:00,2017-02-12T00:00:00
1015,2503,Baroness Gale,Labour,2.0,1999-08-04T00:00:00,
1016,4147,Baroness Sherlock,Labour,2.0,2010-06-17T00:00:00,
1017,5015,Lord Petitgas,Conservative,2.0,2024-03-07T00:00:00,
1018,4774,Mark Fletcher,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
1019,1864,The Earl of Lytton,Crossbench,2.0,1985-04-23T00:00:00,1999-11-11T00:00:00
1020,1864,The Earl of Lytton,Crossbench,2.0,2011-05-16T00:00:00,
1021,4483,Rishi Sunak,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
1022,4483,Rishi Sunak,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
1023,4483,Rishi Sunak,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
1024,3774,Lord Malloch-Brown,Crossbench,2.0,2012-12-03T00:00:00,
1025,3774,Lord Malloch-Brown,Labour,2.0,2007-07-09T00:00:00,2012-12-02T00:00:00
1026,3846,Lord Stern of Brentford,Crossbench,2.0,2007-12-10T00:00:00,
1027,4901,Lord Wolfson of Tredegar,Conservative,2.0,2020-12-30T00:00:00,
1028,1892,Lord McColl of Dulwich,Conservative,2.0,1989-07-25T00:00:00,
1029,4473,Louise Haigh,Labour,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
1030,4473,Louise Haigh,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
1031,4473,Louise Haigh,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
1032,530,Mr Barry Jones,Labour,1.0,1970-06-18T00:00:00,2001-06-07T00:00:00
1033,530,Mr Barry Jones,Labour,1.0,2001-07-06T00:00:00,
1034,4825,Jacob Young,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
1035,4062,Zac Goldsmith,Conservative,1.0,2010-05-06T00:00:00,2015-03-30T00:00:00
1036,4062,Zac Goldsmith,Conservative,1.0,2015-05-07T00:00:00,2016-10-25T00:00:00
1037,4062,Zac Goldsmith,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
1038,4062,Zac Goldsmith,Conservative,1.0,2020-01-07T00:00:00,
1039,4942,Richard Foord,Liberal Democrat,1.0,2022-06-23T00:00:00,2024-05-30T00:00:00
1040,315,Sir Norman Fowler,Conservative,1.0,1970-06-18T00:00:00,2001-06-07T00:00:00
1041,315,Sir Norman Fowler,Conservative,1.0,2001-07-03T00:00:00,2016-09-01T00:00:00
1042,315,Sir Norman Fowler,Lord Speaker,1.0,2016-09-01T00:00:00,2021-04-30T00:00:00
1043,315,Sir Norman Fowler,Crossbench,1.0,2021-05-01T00:00:00,
1044,4334,Lord Goddard of Stockport,Liberal Democrat,2.0,2014-09-15T00:00:00,
1045,4746,Robin Millar,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
1046,242,Mr Christopher Chope,Conservative,1.0,1983-06-09T00:00:00,2015-03-30T00:00:00
1047,242,Mr Christopher Chope,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
1048,242,Mr Christopher Chope,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
1049,242,Mr Christopher Chope,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
1050,3827,Lord Neuberger of Abbotsbury,Crossbench,2.0,2007-01-11T00:00:00,2009-09-30T00:00:00
1051,3827,Lord Neuberger of Abbotsbury,Non-affiliated,2.0,2009-10-01T00:00:00,2017-10-12T00:00:00
1052,3827,Lord Neuberger of Abbotsbury,Crossbench,2.0,2017-10-12T00:00:00,
1053,3526,Lord Berkeley,Labour,2.0,1993-04-21T00:00:00,1999-11-11T00:00:00
1054,3526,Lord Berkeley,Labour,2.0,2000-04-18T00:00:00,
1055,4639,Bim Afolami,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
1056,4639,Bim Afolami,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
1057,4835,Chris Clarkson,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
1058,4291,Baroness Grender,Liberal Democrat,2.0,2013-09-04T00:00:00,
1059,397,Mr Richard Allan,Liberal Democrat,1.0,2010-07-22T00:00:00,
1060,397,Mr Richard Allan,Liberal Democrat,1.0,1997-05-01T00:00:00,2005-05-05T00:00:00
1061,3953,Jason McCartney,Conservative,1.0,2010-05-06T00:00:00,2015-03-30T00:00:00
1062,3953,Jason McCartney,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
1063,3953,Jason McCartney,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
1064,4974,Lord Prentis of Leeds,Labour,2.0,2022-11-18T00:00:00,
1065,4829,Sam Tarry,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
1066,1397,Hywel Williams,Plaid Cymru,1.0,2001-06-07T00:00:00,2015-03-30T00:00:00
1067,1397,Hywel Williams,Plaid Cymru,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
1068,1397,Hywel Williams,Plaid Cymru,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
1069,1397,Hywel Williams,Plaid Cymru,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
1070,3396,Lord Clement-Jones,Liberal Democrat,2.0,1998-07-17T00:00:00,
1071,4781,Dr Luke Evans,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
1072,4721,Baroness Hallett,Crossbench,2.0,2019-10-11T00:00:00,
1073,5017,Lord Fuller,Conservative,2.0,2024-03-08T00:00:00,
1074,3120,Lord Skidelsky,Conservative,2.0,1991-07-15T00:00:00,2001-10-14T00:00:00
1075,3120,Lord Skidelsky,Crossbench,2.0,2001-10-15T00:00:00,
1076,57,Sir George Young,Conservative,1.0,1974-02-28T00:00:00,2015-03-30T00:00:00
1077,57,Sir George Young,Conservative,1.0,2015-09-29T00:00:00,
1078,4154,Mr John Gummer,Conservative,1.0,1970-06-18T00:00:00,2010-05-06T00:00:00
1079,4154,Mr John Gummer,Conservative,1.0,2010-06-21T00:00:00,
1080,139,Mr Richard Spring,Conservative,1.0,1992-04-09T00:00:00,2010-05-06T00:00:00
1081,139,Mr Richard Spring,Conservative,1.0,2010-12-24T00:00:00,
1082,1514,Stewart Hosie,Scottish National Party,1.0,2005-05-05T00:00:00,2015-03-30T00:00:00
1083,1514,Stewart Hosie,Scottish National Party,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
1084,1514,Stewart Hosie,Scottish National Party,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
1085,1514,Stewart Hosie,Scottish National Party,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
1086,4908,Lord McDonald of Salford,Crossbench,2.0,2021-01-27T00:00:00,
1087,4830,Paul Howell,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
1088,3966,Ian Murray,Labour,1.0,2010-05-06T00:00:00,2015-03-30T00:00:00
1089,3966,Ian Murray,Labour,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
1090,3966,Ian Murray,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
1091,3966,Ian Murray,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
1092,4369,Tom Pursglove,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
1093,4369,Tom Pursglove,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
1094,4369,Tom Pursglove,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
1095,5006,Lord Douglas-Miller,Conservative,2.0,2023-12-15T00:00:00,
1096,4651,Dan Carden,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
1097,4651,Dan Carden,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
1098,4598,Mohammad Yasin,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
1099,4598,Mohammad Yasin,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
1100,4341,Baroness Pinnock,Liberal Democrat,2.0,2014-09-23T00:00:00,
1101,33,Mr Eric Pickles,Conservative,1.0,1992-04-09T00:00:00,2015-03-30T00:00:00
1102,33,Mr Eric Pickles,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
1103,33,Mr Eric Pickles,Conservative,1.0,2018-06-18T00:00:00,
1104,4004,Mike Freer,Conservative,1.0,2010-05-06T00:00:00,2015-03-30T00:00:00
1105,4004,Mike Freer,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
