member_id,og_id,name,party,house,startDate,endDate
0,4855,Sarah Atherton,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
1,3758,Lord Turnbull,Crossbench,2.0,2005-10-11T00:00:00,
2,1211,Mr Andrew Mitchell,Conservative,1.0,1987-06-11T00:00:00,2015-03-30T00:00:00
3,1211,Mr Andrew Mitchell,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
4,1211,Mr Andrew Mitchell,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
5,1211,Mr Andrew Mitchell,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
6,4310,Lord Palumbo of Southwark,Liberal Democrat,2.0,2013-10-02T00:00:00,
7,4151,Mr Phil Willis,Liberal Democrat,1.0,1997-05-01T00:00:00,
8,4151,Mr Phil Willis,Liberal Democrat,1.0,2010-06-18T00:00:00,
9,4810,Rob Roberts,Independent,1.0,2021-05-25T00:00:00,2024-05-30T00:00:00
10,4810,Rob Roberts,Conservative,1.0,2019-12-12T00:00:00,2021-05-25T00:00:00
11,328,Margaret Beckett,Labour,1.0,1974-10-10T00:00:00,2015-03-30T00:00:00
12,328,Margaret Beckett,Labour,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
13,328,Margaret Beckett,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
14,328,Margaret Beckett,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
15,4834,Katherine Fletcher,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
16,69,Mr Oliver Heald,Conservative,1.0,1992-04-09T00:00:00,2015-03-30T00:00:00
17,69,Mr Oliver Heald,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
18,69,Mr Oliver Heald,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
19,69,Mr Oliver Heald,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
20,4569,Jim McMahon,Labour,1.0,2015-12-03T00:00:00,2017-05-03T00:00:00
21,4569,Jim McMahon,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
22,4569,Jim McMahon,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
23,4750,Jane Stevenson,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
24,4779,Taiwo Owatemi,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
25,993,David Howell,Conservative,1.0,1997-06-06T00:00:00,
26,993,David Howell,Conservative,1.0,1966-03-31T00:00:00,1997-05-01T00:00:00
27,4142,Guy Opperman,Conservative,1.0,2010-05-06T00:00:00,2015-03-30T00:00:00
28,4142,Guy Opperman,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
29,4142,Guy Opperman,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
30,4142,Guy Opperman,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
31,4297,Baroness Jones of Moulsecoomb,Green Party,2.0,2013-09-20T00:00:00,
32,4459,Flick Drummond,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
33,4459,Flick Drummond,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
34,4091,Robin Walker,Conservative,1.0,2010-05-06T00:00:00,2015-03-30T00:00:00
35,4091,Robin Walker,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
36,4091,Robin Walker,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
37,4091,Robin Walker,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
38,1482,Mr Graham Stuart,Conservative,1.0,2005-05-05T00:00:00,2015-03-30T00:00:00
39,1482,Mr Graham Stuart,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
40,1482,Mr Graham Stuart,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
41,1482,Mr Graham Stuart,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
42,4968,Baroness Moyo,Conservative,2.0,2022-11-08T00:00:00,
43,631,Mrs Irene Adams,Labour,1.0,1990-11-29T00:00:00,2005-05-05T00:00:00
44,631,Mrs Irene Adams,Labour,1.0,2005-06-28T00:00:00,
45,4337,Baroness Janke,Liberal Democrat,2.0,2014-09-24T00:00:00,
46,3191,Lord Northbrook,Conservative,2.0,1991-09-23T00:00:00,
47,4298,Baroness Suttie,Liberal Democrat,2.0,2013-09-17T00:00:00,
48,4917,Anum Qaisar-Javed,Scottish National Party,1.0,2021-05-13T00:00:00,2024-05-30T00:00:00
49,3682,Lord Truscott,Labour,2.0,2004-06-10T00:00:00,2009-05-13T00:00:00
50,3682,Lord Truscott,Non-affiliated,2.0,2009-05-14T00:00:00,2015-07-13T00:00:00
51,3682,Lord Truscott,Independent Labour,2.0,2015-07-13T00:00:00,2021-02-08T00:00:00
52,3682,Lord Truscott,Non-affiliated,2.0,2021-02-08T00:00:00,
53,4253,Seema Malhotra,Labour,1.0,2011-12-15T00:00:00,2015-03-30T00:00:00
54,4253,Seema Malhotra,Labour,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
55,4253,Seema Malhotra,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
56,4253,Seema Malhotra,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
57,4240,Lord Glasman,Labour,2.0,2011-02-04T00:00:00,
58,4264,Stephen Doughty,Labour,1.0,2012-11-15T00:00:00,2015-03-30T00:00:00
59,4264,Stephen Doughty,Labour,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
60,4264,Stephen Doughty,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
61,4264,Stephen Doughty,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
62,607,Mr John Maxton,Labour,1.0,1979-05-03T00:00:00,2001-06-07T00:00:00
63,607,Mr John Maxton,Labour,1.0,2004-06-17T00:00:00,
64,4442,Huw Merriman,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
65,4442,Huw Merriman,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
66,4442,Huw Merriman,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
67,3451,Lord Bach,Labour,2.0,1998-07-27T00:00:00,
68,810,Hugh Dykes,Conservative,1.0,1970-06-18T00:00:00,1997-09-01T00:00:00
69,810,Hugh Dykes,Liberal Democrat,1.0,2004-06-21T00:00:00,2015-07-15T00:00:00
70,810,Hugh Dykes,Non-affiliated,1.0,2015-07-15T00:00:00,2016-09-07T00:00:00
71,810,Hugh Dykes,Crossbench,1.0,2016-09-07T00:00:00,
72,4830,Paul Howell,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
73,3808,Lord Dear,Crossbench,2.0,2006-06-15T00:00:00,
74,4014,Alok Sharma,Conservative,1.0,2010-05-06T00:00:00,2015-03-30T00:00:00
75,4014,Alok Sharma,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
76,4014,Alok Sharma,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
77,4014,Alok Sharma,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
78,3804,Baroness Butler-Sloss,Crossbench,2.0,2006-06-13T00:00:00,
79,3762,The Lord Archbishop of York,Bishops,2.0,2005-11-23T00:00:00,2020-06-07T00:00:00
80,3762,The Lord Archbishop of York,Crossbench,2.0,2021-04-27T00:00:00,
81,4658,Alex Sobel,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
82,4658,Alex Sobel,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
83,1491,Kerry McCarthy,Labour,1.0,2005-05-05T00:00:00,2015-03-30T00:00:00
84,1491,Kerry McCarthy,Labour,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
85,1491,Kerry McCarthy,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
86,1491,Kerry McCarthy,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
87,4217,Lord Wood of Anfield,Labour,2.0,2011-01-15T00:00:00,
88,4527,Helen Whately,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
89,4527,Helen Whately,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
90,4527,Helen Whately,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
91,4004,Mike Freer,Conservative,1.0,2010-05-06T00:00:00,2015-03-30T00:00:00
92,4004,Mike Freer,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
93,4004,Mike Freer,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
94,4004,Mike Freer,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
95,4223,Baroness Bakewell,Labour,2.0,2011-01-21T00:00:00,
96,2490,Lord Goldsmith,Labour,2.0,1999-07-29T00:00:00,
97,4414,Paul Scully,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
98,4414,Paul Scully,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
99,4414,Paul Scully,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
100,4862,Simon Jupp,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
101,2533,Lord Birt,Crossbench,2.0,2000-02-11T00:00:00,
102,4262,Lord Deighton,Conservative,2.0,2012-11-01T00:00:00,
103,965,Sir Ian Wrigglesworth,Liberal Democrat,1.0,2013-09-05T00:00:00,
104,965,Sir Ian Wrigglesworth,Labour,1.0,1974-02-28T00:00:00,1981-03-01T00:00:00
105,965,Sir Ian Wrigglesworth,Social Democratic Party,1.0,1981-03-02T00:00:00,1987-06-11T00:00:00
106,4277,Mrs Emma Lewell-Buck,Labour,1.0,2013-05-02T00:00:00,2015-03-30T00:00:00
107,4277,Mrs Emma Lewell-Buck,Labour,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
108,4277,Mrs Emma Lewell-Buck,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
109,4277,Mrs Emma Lewell-Buck,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
110,2439,Lord Phillips of Worth Matravers,Crossbench,2.0,1999-01-12T00:00:00,2009-09-30T00:00:00
111,2439,Lord Phillips of Worth Matravers,Crossbench,2.0,2012-10-01T00:00:00,
112,2439,Lord Phillips of Worth Matravers,Non-affiliated,2.0,2009-10-01T00:00:00,2012-09-30T00:00:00
113,4940,The Lord Bishop of Southwell and Nottingham,Bishops,2.0,2022-04-19T00:00:00,
114,3897,Lord Sugar,Labour,2.0,2009-07-20T00:00:00,2015-05-11T00:00:00
115,3897,Lord Sugar,Non-affiliated,2.0,2015-05-11T00:00:00,2017-10-09T00:00:00
116,3897,Lord Sugar,Crossbench,2.0,2017-10-09T00:00:00,
117,188,Mr Edward Davey,Liberal Democrat,1.0,1997-05-01T00:00:00,2015-03-30T00:00:00
118,188,Mr Edward Davey,Liberal Democrat,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
119,188,Mr Edward Davey,Liberal Democrat,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
120,3829,Baroness Coussins,Crossbench,2.0,2007-03-23T00:00:00,
121,4949,Lord Johnson of Lainston,Conservative,2.0,2022-10-19T00:00:00,
122,3386,Baroness Crawley,Labour,2.0,1998-07-24T00:00:00,
123,483,Maria Eagle,Labour,1.0,1997-05-01T00:00:00,2015-03-30T00:00:00
124,483,Maria Eagle,Labour,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
125,483,Maria Eagle,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
126,483,Maria Eagle,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
127,4750,Jane Stevenson,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
128,4116,Michael Ellis,Conservative,1.0,2010-05-06T00:00:00,2015-03-30T00:00:00
129,4116,Michael Ellis,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
130,4116,Michael Ellis,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
131,4116,Michael Ellis,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
132,4977,Baroness O'Grady of Upper Holloway,Labour,2.0,2022-12-09T00:00:00,
133,4889,Baroness Fleet,Conservative,2.0,2020-09-15T00:00:00,
134,4160,Jim Knight,Labour,1.0,2001-06-07T00:00:00,
135,4160,Jim Knight,Labour,1.0,2010-06-23T00:00:00,
136,4030,Karl Turner,Labour,1.0,2010-05-06T00:00:00,2015-03-30T00:00:00
137,4030,Karl Turner,Labour,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
138,4030,Karl Turner,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
139,4030,Karl Turner,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
140,123,Mr Andrew Lansley,Conservative,1.0,1997-05-01T00:00:00,2015-03-30T00:00:00
141,123,Mr Andrew Lansley,Conservative,1.0,2015-10-05T00:00:00,
142,4808,Ruth Edwards,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
143,4167,Baroness Benjamin,Liberal Democrat,2.0,2010-06-26T00:00:00,
144,4099,Jacob Rees-Mogg,Conservative,1.0,2010-05-06T00:00:00,2015-03-30T00:00:00
145,4099,Jacob Rees-Mogg,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
146,4099,Jacob Rees-Mogg,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
147,4099,Jacob Rees-Mogg,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
148,4457,Marie Rimmer,Labour,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
149,4457,Marie Rimmer,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
150,4457,Marie Rimmer,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
151,3496,Lord Bowness,Conservative,2.0,1996-01-17T00:00:00,2020-11-23T00:00:00
152,3496,Lord Bowness,Crossbench,2.0,2021-12-01T00:00:00,
153,3496,Lord Bowness,Non-affiliated,2.0,2020-11-24T00:00:00,2021-11-30T00:00:00
154,4755,Mick Whitley,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
155,4294,Lord Holmes of Richmond,Conservative,2.0,2013-09-13T00:00:00,2019-07-23T00:00:00
156,4294,Lord Holmes of Richmond,Non-affiliated,2.0,2019-07-24T00:00:00,2020-10-11T00:00:00
157,4294,Lord Holmes of Richmond,Conservative,2.0,2020-10-12T00:00:00,
158,39,Mr John Whittingdale,Conservative,1.0,1992-04-09T00:00:00,2015-03-30T00:00:00
159,39,Mr John Whittingdale,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
160,39,Mr John Whittingdale,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
161,39,Mr John Whittingdale,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
162,140,Margaret Hodge,Labour,1.0,1994-06-09T00:00:00,2015-03-30T00:00:00
163,140,Margaret Hodge,Labour,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
164,140,Margaret Hodge,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
165,140,Margaret Hodge,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
166,4119,Jonathan Reynolds,Labour,1.0,2010-05-06T00:00:00,2015-03-30T00:00:00
167,4119,Jonathan Reynolds,Labour,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
168,4119,Jonathan Reynolds,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
169,4119,Jonathan Reynolds,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
170,4571,Gill Furniss,Labour,1.0,2016-05-05T00:00:00,2017-05-03T00:00:00
171,4571,Gill Furniss,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
172,4571,Gill Furniss,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
173,1440,Pete Wishart,Scottish National Party,1.0,2001-06-07T00:00:00,2015-03-30T00:00:00
174,1440,Pete Wishart,Scottish National Party,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
175,1440,Pete Wishart,Scottish National Party,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
176,1440,Pete Wishart,Scottish National Party,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
177,345,Mr Edward Leigh,Conservative,1.0,1983-06-09T00:00:00,2015-03-30T00:00:00
178,345,Mr Edward Leigh,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
179,345,Mr Edward Leigh,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
180,345,Mr Edward Leigh,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
181,4269,Andy McDonald,Labour,1.0,2012-11-29T00:00:00,2015-03-30T00:00:00
182,4269,Andy McDonald,Labour,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
183,4269,Andy McDonald,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
184,4269,Andy McDonald,Labour,1.0,2019-12-12T00:00:00,2023-10-30T00:00:00
185,4269,Andy McDonald,Independent,1.0,2023-10-30T00:00:00,2024-03-11T00:00:00
186,4269,Andy McDonald,Labour,1.0,2024-03-11T00:00:00,2024-05-30T00:00:00
187,150,Ms Harriet Harman,Labour,1.0,1982-10-28T00:00:00,2015-03-30T00:00:00
188,150,Ms Harriet Harman,Labour,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
189,150,Ms Harriet Harman,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
190,150,Ms Harriet Harman,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
191,4340,Lord Cashman,Labour,2.0,2014-09-23T00:00:00,2019-05-21T00:00:00
192,4340,Lord Cashman,Non-affiliated,2.0,2019-05-22T00:00:00,2022-01-10T00:00:00
193,4340,Lord Cashman,Labour,2.0,2022-01-11T00:00:00,2024-06-15T00:00:00
194,4340,Lord Cashman,Non-affiliated,2.0,2024-06-16T00:00:00,
195,4446,Marcus Fysh,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
196,4446,Marcus Fysh,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
197,4446,Marcus Fysh,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
198,4589,Robert Courts,Conservative,1.0,2016-10-20T00:00:00,2017-05-03T00:00:00
199,4589,Robert Courts,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
200,4589,Robert Courts,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
201,4014,Alok Sharma,Conservative,1.0,2010-05-06T00:00:00,2015-03-30T00:00:00
202,4014,Alok Sharma,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
203,4014,Alok Sharma,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
204,4014,Alok Sharma,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
205,4498,Ranil Jayawardena,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
206,4498,Ranil Jayawardena,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
207,4498,Ranil Jayawardena,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
208,2545,Lord Parekh,Labour,2.0,2000-05-10T00:00:00,
209,3825,Lord Walker of Aldringham,Crossbench,2.0,2006-12-19T00:00:00,
210,4635,Eddie Hughes,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
211,4635,Eddie Hughes,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
212,3829,Baroness Coussins,Crossbench,2.0,2007-03-23T00:00:00,
213,1383,Mark Tami,Labour,1.0,2001-06-07T00:00:00,2015-03-30T00:00:00
214,1383,Mark Tami,Labour,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
215,1383,Mark Tami,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
216,1383,Mark Tami,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
217,4394,Imran Hussain,Labour,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
218,4394,Imran Hussain,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
219,4394,Imran Hussain,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
220,3813,The Lord Bishop of Oxford,Crossbench,2.0,2006-06-30T00:00:00,
221,3813,The Lord Bishop of Oxford,Bishops,2.0,1993-11-04T00:00:00,2006-06-02T00:00:00
222,3550,Lord Blackwell,Conservative,2.0,1997-10-02T00:00:00,
223,4944,Baroness Gohir,Crossbench,2.0,2022-06-24T00:00:00,
224,3335,Lord Brooke of Alverthorpe,Labour,2.0,1997-10-23T00:00:00,
225,4925,Viscount Stansgate,Labour,2.0,2021-07-15T00:00:00,
226,4828,Paula Barker,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
227,993,David Howell,Conservative,1.0,1997-06-06T00:00:00,
228,993,David Howell,Conservative,1.0,1966-03-31T00:00:00,1997-05-01T00:00:00
229,4850,Gareth Davies,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
230,3482,Lord Alli,Labour,2.0,1998-07-18T00:00:00,
231,4339,Baroness Brady,Conservative,2.0,2014-09-22T00:00:00,
232,1493,Mr Charles Walker,Conservative,1.0,2005-05-05T00:00:00,2015-03-30T00:00:00
233,1493,Mr Charles Walker,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
234,1493,Mr Charles Walker,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
235,1493,Mr Charles Walker,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
236,349,Mr Douglas Hogg,Conservative,1.0,1979-05-03T00:00:00,2015-10-14T00:00:00
237,349,Mr Douglas Hogg,Conservative,1.0,2015-10-12T00:00:00,
238,4175,Lord Stevenson of Balmacara,Labour,2.0,2010-07-13T00:00:00,
239,3813,The Lord Bishop of Oxford,Crossbench,2.0,2006-06-30T00:00:00,
240,3813,The Lord Bishop of Oxford,Bishops,2.0,1993-11-04T00:00:00,2006-06-02T00:00:00
241,4952,The Earl of Minto,Conservative,2.0,2022-10-25T00:00:00,
242,4641,Alex Norris,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
243,4641,Alex Norris,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
244,4005,Bob Blackman,Conservative,1.0,2010-05-06T00:00:00,2015-03-30T00:00:00
245,4005,Bob Blackman,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
246,4005,Bob Blackman,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
247,4005,Bob Blackman,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
248,4161,Lord Gardiner of Kimble,Conservative,2.0,2010-06-23T00:00:00,2021-05-11T00:00:00
249,4161,Lord Gardiner of Kimble,Non-affiliated,2.0,2021-05-11T00:00:00,
250,4709,The Lord Bishop of Bristol,Bishops,2.0,2018-10-02T00:00:00,
251,4577,Baroness Bertin,Conservative,2.0,2016-09-02T00:00:00,
252,4805,Alicia Kearns,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
253,4051,John Glen,Conservative,1.0,2010-05-06T00:00:00,2015-03-30T00:00:00
254,4051,John Glen,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
255,4051,John Glen,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
256,4051,John Glen,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
257,4239,Nicol Stephen,Liberal Democrat,1.0,2011-02-02T00:00:00,
258,4239,Nicol Stephen,Liberal Democrat,1.0,1991-11-07T00:00:00,1992-04-09T00:00:00
259,805,Alf Dubs,Labour,1.0,1994-09-27T00:00:00,
260,805,Alf Dubs,Labour,1.0,1979-05-03T00:00:00,1987-06-11T00:00:00
261,2035,Lord Levene of Portsoken,Crossbench,2.0,1997-07-22T00:00:00,
262,146,Barry Gardiner,Labour,1.0,1997-05-01T00:00:00,2015-03-30T00:00:00
263,146,Barry Gardiner,Labour,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
264,146,Barry Gardiner,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
265,146,Barry Gardiner,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
266,3733,Lord Stevens of Kirkwhelpington,Crossbench,2.0,2005-04-06T00:00:00,
267,3985,Robert Halfon,Conservative,1.0,2010-05-06T00:00:00,2015-03-30T00:00:00
268,3985,Robert Halfon,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
269,3985,Robert Halfon,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
270,3985,Robert Halfon,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
271,4495,Kit Malthouse,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
272,4495,Kit Malthouse,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
273,4495,Kit Malthouse,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
274,4794,Darren Henry,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
275,4714,The Lord Bishop of Derby,Bishops,2.0,2019-03-28T00:00:00,
276,3474,Baroness Anelay of St Johns,Conservative,2.0,1996-10-14T00:00:00,
277,4420,Gavin Newlands,Scottish National Party,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
278,4420,Gavin Newlands,Scottish National Party,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
279,4420,Gavin Newlands,Scottish National Party,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
280,3595,Lord Griffiths of Fforestfach,Conservative,2.0,1991-02-05T00:00:00,
281,4138,Rushanara Ali,Labour,1.0,2010-05-06T00:00:00,2015-03-30T00:00:00
282,4138,Rushanara Ali,Labour,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
283,4138,Rushanara Ali,Labour,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
284,4138,Rushanara Ali,Labour,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
285,4967,Baroness O'Neill of Bexley,Conservative,2.0,2022-11-07T00:00:00,
286,4478,Royston Smith,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
287,4478,Royston Smith,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
288,4478,Royston Smith,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
289,1940,Lord Meston,Liberal Democrat,2.0,1984-03-29T00:00:00,1999-06-29T00:00:00
290,1940,Lord Meston,Crossbench,2.0,1999-06-30T00:00:00,1999-11-11T00:00:00
291,1940,Lord Meston,Crossbench,2.0,2023-09-26T00:00:00,
292,36,Mrs Eleanor Laing,Conservative,1.0,1997-05-01T00:00:00,2015-03-30T00:00:00
293,36,Mrs Eleanor Laing,Conservative,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
294,36,Mrs Eleanor Laing,Conservative,1.0,2017-06-08T00:00:00,2019-11-06T00:00:00
295,36,Mrs Eleanor Laing,Conservative,1.0,2019-12-12T00:00:00,2024-05-30T00:00:00
296,3917,John Woodcock,Labour,1.0,2010-05-06T00:00:00,2015-03-30T00:00:00
297,3917,John Woodcock,Labour,1.0,2015-05-07T00:00:00,2017-05-03T00:00:00
298,3917,John Woodcock,Independent,1.0,2018-04-30T00:00:00,2019-11-06T00:00:00
